190080,1
102770,1
190180,1
109535,1
172480,1
102680,1
172460,1
182389,1
102574,1
609018,1
171050,1
103950,1
608313,1
109691,1
180200,1
608451,1
180435,1
103220,1
110600,1
190070,1
190020,1
176830,1
173445,1
609359,1
176705,1
182870,1
608374,1
184757,1
176261,1
185620,1
103000,1
608307,1
188040,1
110900,1
107776,1
173610,1
188840,1
608348,1
104750,1
173510,1
190000,1
178630,1
108345,1
108740,1
177070,1
137164,1
608455,1
123590,1
131222,1
131100,1
126452,1
125660,1
125647,1
125485,1
125270,1
123890,1
146770,1
147460,1
147520,1
123829,1
608666,1
123740,1
123690,1
142360,1
608750,1
131244,1
136132,1
138040,1
138130,1
138160,1
138430,1
136850,1
136836,1
138750,1
131550,1
138850,1
134935,1
134850,1
139360,1
191092,1
133530,1
123680,1
148041,1
167415,1
148060,1
156570,1
116899,1
159991,1
160741,1
116897,1
162280,1
162640,1
137167,1
163729,1
164008,1
164050,1
164790,1
111100,1
165240,1
111000,1
156225,1
118504,1
608512,1
151670,1
148066,1
122720,1
122500,1
608595,1
121050,1
608886,1
120900,1
154550,1
120436,1
152780,1
153440,1
153455,1
154545,1
120220,1
606989,1
300377,1
608222,1
603646,1
602997,1
603094,1
603196,1
603201,1
603324,1
603372,1
603377,1
607397,1
603400,1
603489,1
603647,1
602938,1
603681,1
603693,1
603722,1
603779,1
603799,1
603846,1
603868,1
603937,1
603941,1
604103,1
602991,1
602935,1
191350,1
602311,1
601814,1
601920,1
601928,1
601969,1
602054,1
602136,1
602141,1
607444,1
602225,1
602302,1
602365,1
607423,1
602447,1
602533,1
602575,1
602601,1
602617,1
602630,1
602686,1
602700,1
602716,1
602743,1
604134,1
604161,1
604210,1
606639,1
606075,1
606157,1
606368,1
606397,1
606416,1
606439,1
606551,1
607215,1
606598,1
606628,1
606655,1
604277,1
606725,1
606761,1
606806,1
606847,1
606860,1
607144,1
607108,1
606897,1
607036,1
607035,1
605978,1
605907,1
605882,1
605799,1
604312,1
604327,1
604366,1
607393,1
604418,1
604433,1
604485,1
604566,1
604590,1
604653,1
604694,1
604896,1
605145,1
605210,1
605238,1
605290,1
605367,1
605371,1
605511,1
605573,1
605646,1
607568,1
601763,1
601691,1
276700,1
252800,1
256540,1
258870,1
259730,1
608102,1
261670,1
274270,1
275350,1
276000,1
276600,1
276710,1
300461,1
300011,1
607998,1
300075,1
300121,1
300180,1
300275,1
300292,1
300307,1
300383,1
300401,1
248611,1
248610,1
246450,1
238300,1
191740,1
191840,1
192340,1
193400,1
201460,1
201475,1
201810,1
202010,1
203200,1
209901,1
211100,1
212138,1
217000,1
608221,1
227400,1
227500,1
228000,1
230000,1
232050,1
608160,1
608136,1
300414,1
300474,1
601687,1
600937,1
600532,1
600570,1
600584,1
600617,1
600716,1
600725,1
600797,1
607606,1
600917,1
600925,1
600950,1
300485,1
600997,1
601015,1
601097,1
601105,1
601130,1
601267,1
601465,1
601470,1
601593,1
601652,1
600415,1
600374,1
600234,1
600185,1
300490,1
300500,1
607837,1
300538,1
300552,1
607818,1
303800,1
303900,1
607817,1
308700,1
308840,1
311800,1
312600,1
312861,1
314850,1
314998,1
600005,1
600018,1
600140,1
609413,1
600179,1
100650,1
