306700,77
301500,20
107400,15
191170,14
141800,13
180380,10
606945,10
107741,9
607854,9
606933,8
180901,8
235200,8
150330,8
608107,8
601284,7
300005,7
604580,7
314200,6
176300,6
606596,6
607623,6
300382,6
300017,6
602860,6
606201,6
606810,6
600163,6
114208,6
134934,6
109270,6
608507,6
121014,6
148069,6
606953,5
607585,5
602026,5
602195,5
603381,5
121011,5
607800,5
300502,5
608537,5
606869,5
164860,5
261600,5
606885,5
190160,5
187680,5
182340,5
608310,5
601771,5
601802,4
606800,4
118490,4
606873,4
604395,4
107680,4
124015,4
170280,4
600900,4
136435,4
600650,4
167416,4
600276,4
600046,4
142250,4
147670,4
152427,4
300035,4
155555,4
606967,4
236200,4
218030,4
164870,4
600310,4
609506,4
608958,4
607574,4
608465,4
607102,4
608547,4
607199,4
191290,3
600287,3
600923,3
121300,3
607657,3
600528,3
600509,3
159530,3
607751,3
600993,3
607786,3
604638,3
113705,3
113505,3
164920,3
301300,3
605294,3
170261,3
600968,3
608830,3
601007,3
109690,3
602421,3
602432,3
608786,3
608815,3
134797,3
607542,3
134370,3
141850,3
601762,3
601690,3
601615,3
601545,3
130130,3
603234,3
142989,3
601309,3
124080,3
603506,3
603537,3
300473,3
160760,3
137780,3
606882,3
107300,3
606702,3
264900,3
238600,3
176640,3
607170,3
230500,3
176260,3
608034,3
182860,3
607237,3
608272,3
191845,3
606202,3
177400,3
108961,3
173470,3
179060,2
251170,2
179615,2
146661,2
191315,2
191044,2
601542,2
180090,2
602235,2
602109,2
142983,2
601487,2
602104,2
601253,2
180297,2
138491,2
601806,2
190450,2
142410,2
608309,2
191523,2
601618,2
607474,2
142000,2
601199,2
601719,2
601758,2
139150,2
190182,2
608771,2
191010,2
601837,2
602044,2
171760,2
601146,2
602397,2
300205,2
607788,2
310600,2
309900,2
300256,2
164761,2
608508,2
305900,2
305400,2
300300,2
173335,2
606999,2
167790,2
168820,2
170260,2
607922,2
300481,2
160781,2
300126,2
601059,2
600119,2
176876,2
300392,2
147781,2
600970,2
176860,2
148067,2
600871,2
608568,2
600759,2
600726,2
276903,2
608072,2
600675,2
600635,2
175100,2
607690,2
173515,2
601002,2
601785,2
116790,2
107777,2
604386,2
609019,2
107730,2
606418,2
609309,2
120700,2
604272,2
606463,2
603951,2
603945,2
606580,2
606597,2
603851,2
603824,2
104311,2
103730,2
103720,2
606347,2
609010,2
124020,2
118470,2
605380,2
605446,2
605239,2
111200,2
605086,2
605083,2
605010,2
604780,2
609014,2
605597,2
109630,2
605881,2
604619,2
116806,2
607306,2
605956,2
606119,2
103600,2
605353,2
124030,2
602574,2
603009,2
131242,2
132810,2
602744,2
134637,2
602690,2
602566,2
603031,2
607093,2
606938,2
102560,2
100725,2
602438,2
602403,2
603030,2
602858,2
603248,2
606822,2
606829,2
176730,1
102600,1
